PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"34203163","Rice Husk-Derived Cellulose Nanofibers: A Potential Sensor for Water-Soluble Gases","Shahi N, Lee E, Min B, Kim DJ.","Sensors (Basel). 2021 Jun 28;21(13):4415. doi: 10.3390/s21134415.","Shahi N","Sensors (Basel)","2021","2021/07/02","PMC8271963","","10.3390/s21134415"
"38770459","Dry Mouth Dilemma: A Comprehensive Review of Xerostomia in Complete Denture Wearers","Mhatre S, Srichand R, Sethumadhavan J, Mishra PB, Patil SD, Chavan RS, Joshi M, Shetty U.","Cureus. 2024 Apr 18;16(4):e58564. doi: 10.7759/cureus.58564. eCollection 2024 Apr.","Mhatre S","Cureus","2024","2024/05/21","PMC11102879","","10.7759/cureus.58564"
"40762055","Liquid transport strategies in wearable and implantable microfluidic systems","Wang Q, Jia Y, Li J.","Lab Chip. 2025 Aug 19;25(17):4252-4272. doi: 10.1039/d5lc00593k.","Wang Q","Lab Chip","2025","2025/08/05","PMC12322809","","10.1039/d5lc00593k"
"37720748","Application of Shape Memory and Self-Healable Polymers/Composites in the Biomedical Field: A Review","Tadge T, Garje S, Saxena V, Raichur AM.","ACS Omega. 2023 Sep 1;8(36):32294-32310. doi: 10.1021/acsomega.3c04569. eCollection 2023 Sep 12.","Tadge T","ACS Omega","2023","2023/09/18","PMC10500588","","10.1021/acsomega.3c04569"
"40454325","Paper-based microfluidics: Analyte-driven imbibition under the lens","Mehta SK, Kumar S, Shen AQ, Mondal PK.","Biomicrofluidics. 2025 May 29;19(3):034104. doi: 10.1063/5.0263749. eCollection 2025 May.","Mehta SK","Biomicrofluidics","2025","2025/06/02","PMC12124909","","10.1063/5.0263749"
"39816747","Development of reed-based cellulose aerogel: a sustainable solution for crude oil spill clean-up","Thi Thanh HL, Nguyen Minh AT, Huu HT.","R Soc Open Sci. 2025 Jan 15;12(1):241207. doi: 10.1098/rsos.241207. eCollection 2025 Jan.","Thi Thanh HL","R Soc Open Sci","2025","2025/01/16","PMC11732429","","10.1098/rsos.241207"
"30813559","Two-layer Electrospun System Enabling Wound Exudate Management and Visual Infection Response","Bazbouz MB, Tronci G.","Sensors (Basel). 2019 Feb 26;19(5):991. doi: 10.3390/s19050991.","Bazbouz MB","Sensors (Basel)","2019","2019/03/01","PMC6427107","","10.3390/s19050991"
"36339750","Recycled fibers from pre- and post-consumer textile waste as blend constituents in manufacturing 100% cotton yarns in ring spinning: A sustainable and eco-friendly approach","Arafat Y, Uddin AJ.","Heliyon. 2022 Oct 26;8(11):e11275. doi: 10.1016/j.heliyon.2022.e11275. eCollection 2022 Nov.","Arafat Y","Heliyon","2022","2022/11/07","PMC9626686","","10.1016/j.heliyon.2022.e11275"
"41066187","Design and Manufacturing of Piezoelectric Biomaterials for Bioelectronics and Biomedical Applications","Zhang Z, Wang Z, Li X, Zheng Y, Yang Z.","Chem Rev. 2025 Oct 22;125(20):9875-9929. doi: 10.1021/acs.chemrev.5c00399. Epub 2025 Oct 9.","Zhang Z","Chem Rev","2025","2025/10/09","PMC12550821","","10.1021/acs.chemrev.5c00399"
"36501569","Compression Relaxation of Multi-Structure Polymer Composites in Penetrating Liquid Medium","Kondratov A, Konyukhov V, Yamilinets S, Marchenko E, Baigonakova G.","Polymers (Basel). 2022 Nov 28;14(23):5177. doi: 10.3390/polym14235177.","Kondratov A","Polymers (Basel)","2022","2022/12/11","PMC9738001","","10.3390/polym14235177"
"41394971","Sweat, tears, and beyond: advanced wearable sensors for personalized health and athletic performance","Gulgosteren E, Agrali Ermis S, Algin Toros A, Toros T, Serin E, Sekeroglu MO, Bahadır Kayisoglu N.","Front Bioeng Biotechnol. 2025 Nov 28;13:1684674. doi: 10.3389/fbioe.2025.1684674. eCollection 2025.","Gulgosteren E","Front Bioeng Biotechnol","2025","2025/12/15","PMC12698657","","10.3389/fbioe.2025.1684674"
"40136974","A Low-Cost Hydrogel Electrode for Multifunctional Sensing: Strain, Temperature, and Electrophysiology","Zheng J, Zhou J, Zhao Y, Wang C, Fan M, Li Y, Yang C, Yang H.","Biosensors (Basel). 2025 Mar 11;15(3):177. doi: 10.3390/bios15030177.","Zheng J","Biosensors (Basel)","2025","2025/03/26","PMC11940225","","10.3390/bios15030177"
"41255571","Hierarchical Micro/Nano-Structured Biomaterials for Wound Healing","Lu M, Luo Z, Chen H, Zhao Y.","Research (Wash D C). 2025 Nov 17;8:0968. doi: 10.34133/research.0968. eCollection 2025.","Lu M","Research (Wash D C)","2025","2025/11/19","PMC12620629","","10.34133/research.0968"
"36278705","Lighter and Simpler Design Paradigm for Widespread Use of Ankle Exosuits Based on Bio-Inspired Patterns","Park S, Moon J, Park JI, Ryu J, Nam K, Yang J, Lee G.","Biomimetics (Basel). 2022 Sep 29;7(4):148. doi: 10.3390/biomimetics7040148.","Park S","Biomimetics (Basel)","2022","2022/10/24","PMC9590046","","10.3390/biomimetics7040148"
"33654455","Needleless electrospun phytochemicals encapsulated nanofibre based 3-ply biodegradable mask for combating COVID-19 pandemic","Patil NA, Gore PM, Jaya Prakash N, Govindaraj P, Yadav R, Verma V, Shanmugarajan D, Patil S, Kore A, Kandasubramanian B.","Chem Eng J. 2021 Jul 15;416:129152. doi: 10.1016/j.cej.2021.129152. Epub 2021 Feb 26.","Patil NA","Chem Eng J","2021","2021/03/03","PMC7907737","","10.1016/j.cej.2021.129152"
"41031320","Anisotropic Tactile Sensors: Constructive Designs, Challenges, and Emerging Applications","Zhang J, Zheng K, Ma J, Chen M, Wang X, Chang F, Chen S, Ai B, Cheng Z.","Chem Bio Eng. 2025 Jul 28;2(9):530-566. doi: 10.1021/cbe.5c00053. eCollection 2025 Sep 25.","Zhang J","Chem Bio Eng","2025","2025/10/01","PMC12478554","","10.1021/cbe.5c00053"
"31973123","Review on Smart Electro-Clothing Systems (SeCSs)","Muhammad Sayem AS, Hon Teay S, Shahariar H, Fink PL, Albarbar A.","Sensors (Basel). 2020 Jan 21;20(3):587. doi: 10.3390/s20030587.","Muhammad Sayem AS","Sensors (Basel)","2020","2020/01/25","PMC7037315","","10.3390/s20030587"
"35744371","Critical Review on Polylactic Acid: Properties, Structure, Processing, Biocomposites, and Nanocomposites","Ranakoti L, Gangil B, Mishra SK, Singh T, Sharma S, Ilyas RA, El-Khatib S.","Materials (Basel). 2022 Jun 17;15(12):4312. doi: 10.3390/ma15124312.","Ranakoti L","Materials (Basel)","2022","2022/06/24","PMC9228835","","10.3390/ma15124312"
"38470794","Recent Advances in Tactile Sensory Systems: Mechanisms, Fabrication, and Applications","Xi J, Yang H, Li X, Wei R, Zhang T, Dong L, Yang Z, Yuan Z, Sun J, Hua Q.","Nanomaterials (Basel). 2024 Mar 4;14(5):465. doi: 10.3390/nano14050465.","Xi J","Nanomaterials (Basel)","2024","2024/03/12","PMC10935336","","10.3390/nano14050465"
"41118291","Ultrathin Soft Wearable Sensor Materials and Structures: A Review of Current Trends and Prospectives","Kim J, Kang DH, Kwak MS, Jung G, Kim J, Park S, Ko H, Tsukruk VV.","ACS Appl Mater Interfaces. 2025 Nov 5;17(44):59994-60027. doi: 10.1021/acsami.5c14329. Epub 2025 Oct 21.","Kim J","ACS Appl Mater Interfaces","2025","2025/10/21","PMC12598712","","10.1021/acsami.5c14329"
"33923222","Applications of Hyaluronic Acid in Ophthalmology and Contact Lenses","Chang WH, Liu PY, Lin MH, Lu CJ, Chou HY, Nian CY, Jiang YT, Hsu YH.","Molecules. 2021 Apr 24;26(9):2485. doi: 10.3390/molecules26092485.","Chang WH","Molecules","2021","2021/04/30","PMC8123179","","10.3390/molecules26092485"
"38534271","Materials and Methods for All-Ceramic Dental Restorations Using Computer-Aided Design (CAD) and Computer-Aided Manufacturing (CAM) Technologies-A Brief Review","Solís Pinargote NW, Yanushevich O, Krikheli N, Smirnov A, Savilkin S, Grigoriev SN, Peretyagin P.","Dent J (Basel). 2024 Feb 22;12(3):47. doi: 10.3390/dj12030047.","Solís Pinargote NW","Dent J (Basel)","2024","2024/03/27","PMC10969722","","10.3390/dj12030047"
"35557680","Hysteresis Dynamic Modeling and Analysis of Flexible Nano Silver-Polyvinyl Alcohol Humidity Sensor Based on the Microscopic Process and Langmuir-Fick Theory","Xia J, Wang X, Wang X, Majer-Baranyi K, Zhang X.","ACS Omega. 2022 Apr 23;7(17):14994-15004. doi: 10.1021/acsomega.2c00743. eCollection 2022 May 3.","Xia J","ACS Omega","2022","2022/05/13","PMC9089386","","10.1021/acsomega.2c00743"
"32872232","Progress on the Fabrication and Application of Electrospun Nanofiber Composites","Toriello M, Afsari M, Shon HK, Tijing LD.","Membranes (Basel). 2020 Aug 28;10(9):204. doi: 10.3390/membranes10090204.","Toriello M","Membranes (Basel)","2020","2020/09/03","PMC7559347","","10.3390/membranes10090204"
"37241303","Recent Advances in Electrospun Membranes for Radiative Cooling","Zhang D, Zhang H, Xu Z, Zhao Y.","Materials (Basel). 2023 May 11;16(10):3677. doi: 10.3390/ma16103677.","Zhang D","Materials (Basel)","2023","2023/05/27","PMC10221387","","10.3390/ma16103677"
"25945146","A low cost design and fabrication method for developing a leak proof paper based microfluidic device with customized test zone","Kakoti A, Siddiqui MF, Goswami P.","Biomicrofluidics. 2015 Apr 17;9(2):026502. doi: 10.1063/1.4918641. eCollection 2015 Mar.","Kakoti A","Biomicrofluidics","2015","2015/05/07","PMC4401808","","10.1063/1.4918641"
"36168392","High-performance multifunctional electrospun fibrous air filter for personal protection: A review","Shao Z, Chen H, Wang Q, Kang G, Wang X, Li W, Liu Y, Zheng G.","Sep Purif Technol. 2022 Dec 1;302:122175. doi: 10.1016/j.seppur.2022.122175. Epub 2022 Sep 22.","Shao Z","Sep Purif Technol","2022","2022/09/28","PMC9492398","","10.1016/j.seppur.2022.122175"
"41328423","Fabrication of robust and durable superamphiphobic aluminum alloy and zinc surfaces via dual sandblasting and steam treatment","Hassan LB, Saadi NS, Karabacak T.","Int J Adv Manuf Technol. 2025;141(7-8):4181-4191. doi: 10.1007/s00170-025-16891-z. Epub 2025 Nov 11.","Hassan LB","Int J Adv Manuf Technol","2025","2025/12/02","PMC12664849","","10.1007/s00170-025-16891-z"
"36818959","Year of the face mask: do's and don'ts during exercise","Janse van Rensburg DC, Pillay L, Hendricks S, Hamuy Blanco JA.","S Afr J Sports Med. 2020 Jan 1;32(1):v32i1a8615. doi: 10.17159/2078-516X/2020/v32i1a8615. eCollection 2020.","Janse van Rensburg DC","S Afr J Sports Med","2020","2023/02/23","PMC9924575","","10.17159/2078-516X/2020/v32i1a8615"
"41050586","Antimicrobial and breathable membranes with printed carbon nanotube-silver composite conductive layers for electronic sensing","Xiang H, Verrico D, Hafiz T, He E, Wnek GE, Hu K, Liu G, Wei Y, Ji J.","Chem Sci. 2025 Sep 30;16(43):20344-20354. doi: 10.1039/d5sc05696a. eCollection 2025 Nov 5.","Xiang H","Chem Sci","2025","2025/10/06","PMC12495295","","10.1039/d5sc05696a"
"36576895","A Breathable, Passive-Cooling, Non-Inflammatory, and Biodegradable Aerogel Electronic Skin for Wearable Physical-Electrophysiological-Chemical Analysis","Zhu Y, Haghniaz R, Hartel MC, Guan S, Bahari J, Li Z, Baidya A, Cao K, Gao X, Li J, Wu Z, Cheng X, Li B, Emaminejad S, Weiss PS, Khademhosseini A.","Adv Mater. 2023 Mar;35(10):e2209300. doi: 10.1002/adma.202209300. Epub 2023 Jan 20.","Zhu Y","Adv Mater","2023","2022/12/28","PMC10006339","NIHMS1868795","10.1002/adma.202209300"
"37741942","Taguchi-TOPSIS based optimization of comfort in compression stockings for vascular disorders","Nadeem M, Jamshaid H, Mishra R, Ahmed N, Chandan V, Jirku P, Kolar V, Muller M.","Sci Rep. 2023 Sep 23;13(1):15888. doi: 10.1038/s41598-023-43268-7.","Nadeem M","Sci Rep","2023","2023/09/23","PMC10517980","","10.1038/s41598-023-43268-7"
"37242760","Topically Applied Biopolymer-Based Tri-Layered Hierarchically Structured Nanofibrous Scaffold with a Self-Pumping Effect for Accelerated Full-Thickness Wound Healing in a Rat Model","Hamza KH, El-Shanshory AA, Agwa MM, Abo-Alkasem MI, El-Fakharany EM, Abdelsattar AS, El-Bardan AA, Kassem TS, Mo X, Soliman HMA.","Pharmaceutics. 2023 May 17;15(5):1518. doi: 10.3390/pharmaceutics15051518.","Hamza KH","Pharmaceutics","2023","2023/05/27","PMC10223825","","10.3390/pharmaceutics15051518"
"36483020","Laser induced graphanized microfluidic devices","Goel S, Amreen K.","Biomicrofluidics. 2022 Dec 5;16(6):061505. doi: 10.1063/5.0111867. eCollection 2022 Dec.","Goel S","Biomicrofluidics","2022","2022/12/09","PMC9726225","","10.1063/5.0111867"
"36144125","A Parametric Study on a Paper-Based Bi-Material Cantilever Valve","Heidari-Bafroui H, Kumar A, Charbaji A, Smith W, Rahmani N, Anagnostopoulos C, Faghri M.","Micromachines (Basel). 2022 Sep 9;13(9):1502. doi: 10.3390/mi13091502.","Heidari-Bafroui H","Micromachines (Basel)","2022","2022/09/23","PMC9506191","","10.3390/mi13091502"
"31258251","Modification of hemp shiv properties using water-repellent sol-gel coatings","Hussain A, Calabria-Holley J, Jiang Y, Lawrence M.","J Solgel Sci Technol. 2018;86(1):187-197. doi: 10.1007/s10971-018-4621-2. Epub 2018 Mar 10.","Hussain A","J Solgel Sci Technol","2018","2019/07/02","PMC6560928","","10.1007/s10971-018-4621-2"
"36479553","Palatable Levocetirizine Dihydrochloride Solid Dispersed Fast-Dissolving Films: Formulation and In Vitro and In Vivo Characterization","Al-Kubati SS, Ahmed MA, Emad NA.","ScientificWorldJournal. 2022 Nov 28;2022:1552602. doi: 10.1155/2022/1552602. eCollection 2022.","Al-Kubati SS","ScientificWorldJournal","2022","2022/12/08","PMC9722282","","10.1155/2022/1552602"
"30027521","Spatial and temporal migration of sweat: from skin to clothing","Raccuglia M, Heyde C, Lloyd A, Hodder S, Havenith G.","Eur J Appl Physiol. 2018 Oct;118(10):2155-2169. doi: 10.1007/s00421-018-3941-9. Epub 2018 Jul 19.","Raccuglia M","Eur J Appl Physiol","2018","2018/07/21","PMC6153606","","10.1007/s00421-018-3941-9"
"39728721","Recent Developments in Electrospun Nanofiber-Based Triboelectric Nanogenerators: Materials, Structure, and Applications","Wei Q, Cao Y, Yang X, Jiao G, Qi X, Wen G.","Membranes (Basel). 2024 Dec 16;14(12):271. doi: 10.3390/membranes14120271.","Wei Q","Membranes (Basel)","2024","2024/12/27","PMC11677158","","10.3390/membranes14120271"
"39004618","Evaporate-casting of curvature gradient graphene superstructures for ultra-high strength structural materials","Lu B, Yu L, Hu Y, Wang Y, Zhao F, Zhao Y, Liu F, Cheng H, Qu L.","Nat Commun. 2024 Jul 14;15(1):5917. doi: 10.1038/s41467-024-50191-6.","Lu B","Nat Commun","2024","2024/07/14","PMC11247093","","10.1038/s41467-024-50191-6"
"36769946","The Natural Moisture of ABS Filament and Its Influence on the Quality of FFF Products","Hamrol A, Góralski B, Wichniarek R, Kuczko W.","Materials (Basel). 2023 Jan 19;16(3):938. doi: 10.3390/ma16030938.","Hamrol A","Materials (Basel)","2023","2023/02/11","PMC9919008","","10.3390/ma16030938"
"37052734","Self-Healing MXene- and Graphene-Based Composites: Properties and Applications","Zarepour A, Ahmadi S, Rabiee N, Zarrabi A, Iravani S.","Nanomicro Lett. 2023 Apr 13;15(1):100. doi: 10.1007/s40820-023-01074-w.","Zarepour A","Nanomicro Lett","2023","2023/04/13","PMC10102289","","10.1007/s40820-023-01074-w"
"38543211","Excipients in Pharmaceutical Additive Manufacturing: A Comprehensive Exploration of Polymeric Material Selection for Enhanced 3D Printing","Muehlenfeld C, Duffy P, Yang F, Zermeño Pérez D, El-Saleh F, Durig T.","Pharmaceutics. 2024 Feb 24;16(3):317. doi: 10.3390/pharmaceutics16030317.","Muehlenfeld C","Pharmaceutics","2024","2024/03/28","PMC10975852","","10.3390/pharmaceutics16030317"
"40791522","Novel polymer fixed-target microfluidic platforms with an ultra-thin moisture barrier for serial macromolecular crystallography","Narayanasamy SR, Shelby ML, Chatterjee C, Zhou J, Rose S, Orlans J, Ghosh S, Cardenas AM, Botha S, Gu K, Petit D, Liu Z, Fornasiero F, Lisova S, Schriber E, Rosenberg D, Umanath TT, Russi S, Segelke B, Kuhl TL, Trebbin M, Basu S, de Sanctis D, Frank M.","bioRxiv [Preprint]. 2025 Jul 18:2025.07.13.663488. doi: 10.1101/2025.07.13.663488.","Narayanasamy SR","bioRxiv","2025","2025/08/12","PMC12338584","","10.1101/2025.07.13.663488"
"40302314","β-1,3 Glucan Microparticles & Nanoparticles: Fabrication Methods & Applications in Immunomodulation & Targeted Drug Delivery","Dowdall N, Hoare T.","Adv Healthc Mater. 2025 May;14(14):e2501006. doi: 10.1002/adhm.202501006. Epub 2025 Apr 29.","Dowdall N","Adv Healthc Mater","2025","2025/04/30","PMC12118341","","10.1002/adhm.202501006"
"40156703","Recent progress of nanomaterials-based composite hydrogel sensors for human-machine interactions","Lin Y, Wu A, Zhang Y, Duan H, Zhu P, Mao Y.","Discov Nano. 2025 Mar 29;20(1):60. doi: 10.1186/s11671-025-04240-8.","Lin Y","Discov Nano","2025","2025/03/29","PMC11954787","","10.1186/s11671-025-04240-8"
"38542972","Mass-Spectrometry-Based Research of Cosmetic Ingredients","Serb AF, Georgescu M, Onulov R, Novaconi CR, Sisu E, Bolocan A, Sandu RE.","Molecules. 2024 Mar 17;29(6):1336. doi: 10.3390/molecules29061336.","Serb AF","Molecules","2024","2024/03/28","PMC10974329","","10.3390/molecules29061336"
"36561047","Electrospun hybrid nanofibers: Fabrication, characterization, and biomedical applications","Abadi B, Goshtasbi N, Bolourian S, Tahsili J, Adeli-Sardou M, Forootanfar H.","Front Bioeng Biotechnol. 2022 Dec 1;10:986975. doi: 10.3389/fbioe.2022.986975. eCollection 2022.","Abadi B","Front Bioeng Biotechnol","2022","2022/12/23","PMC9764016","","10.3389/fbioe.2022.986975"
"33506234","Using 3D printing to fabricate realistic test projectiles for natural fragmentation from buried charges","Hodder KJ, Coghe F, Kechagiadakis G, Chalaturnyk RJ.","Discov Mater. 2021;1(1):4. doi: 10.1007/s43939-020-00004-6. Epub 2021 Jan 11.","Hodder KJ","Discov Mater","2021","2021/01/28","PMC7814499","","10.1007/s43939-020-00004-6"
"39129941","Advancements and Applications of Micro and Nanostructured Capacitive Sensors: A Review","Sakthivelpathi V, Li T, Qian Z, Lee C, Taylor Z, Chung JH.","Sens Actuators A Phys. 2024 Oct 16;377:115701. doi: 10.1016/j.sna.2024.115701. Epub 2024 Jul 11.","Sakthivelpathi V","Sens Actuators A Phys","2024","2024/08/12","PMC11308742","NIHMS2010389","10.1016/j.sna.2024.115701"
"32945271","Expanding sacrificially printed microfluidic channel-embedded paper devices for construction of volumetric tissue models in vitro","Li H, Cheng F, Li W, Cao X, Wang Z, Wang M, Robledo-Lara JA, Liao J, Chávez-Madero C, Hassan S, Xie J, Trujillo-de Santiago G, Álvarez MM, He J, Zhang YS.","Biofabrication. 2020 Sep 18;12(4):045027. doi: 10.1088/1758-5090/abb11e.","Li H","Biofabrication","2020","2020/09/18","PMC7847249","NIHMS1662808","10.1088/1758-5090/abb11e"
"31170695","Bioprinters for organs-on-chips","Miri AK, Mostafavi E, Khorsandi D, Hu SK, Malpica M, Khademhosseini A.","Biofabrication. 2019 Sep 20;11(4):042002. doi: 10.1088/1758-5090/ab2798.","Miri AK","Biofabrication","2019","2019/06/07","PMC6756175","NIHMS1041261","10.1088/1758-5090/ab2798"
"38591371","Femtosecond Laser Direct Writing of Flexible Electronic Devices: A Mini Review","Wang S, Yang J, Deng G, Zhou S.","Materials (Basel). 2024 Jan 24;17(3):557. doi: 10.3390/ma17030557.","Wang S","Materials (Basel)","2024","2024/04/09","PMC10856408","","10.3390/ma17030557"
